day
"0,182,0,189,1,18,10,12,2,46,4,193,10,29,0,214"
"0,198,0,193,1,23,10,15,2,46,4,175,10,12,0,195"
"0,197,0,209,1,19,10,4,2,37,4,187,10,9,0,212"
"0,214,0,181,1,18,10,15,2,42,4,229,10,8,0,243"
"0,189,0,202,1,16,10,17,2,49,4,203,10,32,0,196"
"0,175,0,217,1,17,10,21,2,45,4,185,10,7,0,204"
"0,194,0,188,1,22,10,9,2,41,4,196,10,23,0,185"
"0,202,0,200,1,18,10,13,2,43,4,210,10,19,0,215"
"0,221,0,194,1,21,10,21,2,54,4,171,10,26,0,201"
"0,216,0,179,1,19,10,15,2,42,4,177,10,22,0,209"
"0,190,0,205,1,24,10,5,2,49,4,224,10,10,0,227"
"0,188,0,191,1,25,10,19,2,43,4,216,10,4,0,176"
"0,181,0,219,1,20,10,27,2,45,4,164,10,21,0,227"
"0,165,0,206,1,20,10,0,2,38,4,219,10,18,0,236"
"0,219,0,196,1,20,10,18,2,43,4,178,10,28,0,190"
"0,212,0,199,1,17,10,1,2,43,4,228,10,20,0,213"
"0,196,0,190,1,26,10,13,2,44,4,218,10,23,0,196"
"0,189,0,166,1,19,10,20,2,59,4,194,10,26,0,214"
"0,210,0,174,1,18,10,12,2,48,4,197,10,18,0,217"
"0,200,0,213,1,18,10,18,2,42,4,243,10,12,0,178"
"0,190,0,192,1,20,10,4,2,48,4,184,10,13,0,217"
"0,209,0,192,1,18,10,19,2,43,4,210,10,20,0,180"
"0,207,0,213,1,19,10,28,2,44,4,232,10,16,0,197"
"0,201,0,190,1,22,10,22,2,53,4,163,10,23,0,203"
"0,183,0,198,1,22,10,8,2,50,4,205,10,23,0,222"
"0,205,0,200,1,22,10,15,2,45,4,201,10,14,0,231"
"0,217,0,186,1,23,10,11,2,49,4,191,10,8,0,211"
"0,188,0,228,1,21,10,20,2,48,4,192,10,25,0,194"
"0,223,0,194,1,21,10,5,2,43,4,254,10,20,0,197"
"0,196,0,202,1,16,10,12,2,49,4,165,10,8,0,205"
"0,203,0,189,1,19,10,10,2,49,4,227,10,7,0,202"
"0,207,0,194,1,20,10,12,2,48,4,179,10,24,0,202"
"0,227,0,222,1,20,10,10,2,51,4,201,10,8,0,178"
"0,218,0,205,1,19,10,10,2,52,4,226,10,2,0,233"
"0,190,0,218,1,18,10,13,2,48,4,202,10,16,0,200"
"0,211,0,180,1,19,10,22,2,41,4,217,10,13,0,185"
"0,230,0,216,1,23,10,13,2,45,4,182,10,13,0,185"
"0,198,0,191,1,25,10,15,2,46,4,193,10,5,0,204"
"0,197,0,196,1,19,10,23,2,47,4,157,10,11,0,194"
"0,217,0,220,1,18,10,12,2,49,4,136,10,29,0,214"
"0,200,0,207,1,15,10,21,2,37,4,172,10,2,0,153"
"0,196,0,229,1,20,10,14,2,43,4,211,10,20,0,207"
"0,202,0,235,1,17,10,23,2,47,4,228,10,23,0,196"
"0,209,0,201,1,23,10,21,2,48,4,183,10,24,0,202"
"0,199,0,169,1,19,10,16,2,46,4,201,10,14,0,207"
"0,218,0,215,1,19,10,19,2,41,4,180,10,11,0,195"
"0,224,0,200,1,21,10,16,2,35,4,260,10,26,0,208"
"0,211,0,181,1,20,10,10,2,36,4,187,10,16,0,207"
"0,194,0,203,1,22,10,17,2,42,4,184,10,24,0,184"
"0,212,0,199,1,22,10,7,2,46,4,236,10,3,0,201"
"0,186,0,210,1,17,10,3,2,48,4,231,10,20,0,191"
"0,203,0,204,1,20,10,0,2,41,4,210,10,9,0,205"
"0,197,0,203,1,22,10,15,2,38,4,164,10,21,0,150"
"0,219,0,191,1,20,10,10,2,42,4,189,10,9,0,217"
"0,196,0,200,1,21,10,24,2,42,4,234,10,7,0,229"
"0,208,0,186,1,19,10,18,2,41,4,177,10,0,0,196"
"0,203,0,201,1,20,10,5,2,42,4,209,10,15,0,189"
"0,190,0,195,1,20,10,1,2,48,4,171,10,3,0,183"
"0,180,0,209,1,21,10,21,2,49,4,153,10,19,0,196"
"0,194,0,201,1,21,10,6,2,51,4,189,10,4,0,210"
"0,207,0,206,1,19,10,26,2,56,4,157,10,3,0,202"
"0,193,0,194,1,24,10,14,2,39,4,236,10,13,0,194"
"0,197,0,183,1,16,10,20,2,56,4,198,10,7,0,196"
"0,191,0,195,1,16,10,22,2,46,4,129,10,8,0,211"
"0,197,0,192,1,16,10,22,2,50,4,150,10,9,0,168"
"0,185,0,207,1,21,10,22,2,60,4,152,10,22,0,172"
"0,186,0,193,1,18,10,1,2,38,4,195,10,0,0,206"
"0,209,0,200,1,21,10,6,2,44,4,202,10,14,0,199"
"0,193,0,195,1,21,10,29,2,40,4,190,10,20,0,207"
"0,212,0,210,1,20,10,9,2,47,4,247,10,6,0,184"
"0,182,0,212,1,17,10,22,2,44,4,195,10,5,0,196"
"0,191,0,175,1,21,10,7,2,33,4,180,10,5,0,216"
"0,208,0,185,1,21,10,17,2,35,4,187,10,5,0,198"
"0,225,0,208,1,19,10,2,2,39,4,246,10,10,0,208"
"0,202,0,199,1,15,10,14,2,56,4,237,10,13,0,204"
"0,212,0,167,1,18,10,6,2,52,4,187,10,24,0,196"
"0,209,0,198,1,24,10,19,2,37,4,216,10,14,0,182"
"0,207,0,225,1,23,10,31,2,47,4,213,10,0,0,201"
"0,208,0,213,1,27,10,14,2,45,4,245,10,18,0,183"
"0,189,0,210,1,21,10,5,2,42,4,155,10,25,0,197"
"0,205,0,216,1,21,10,13,2,48,4,192,10,16,0,230"
"0,186,0,196,1,18,10,18,2,42,4,224,10,18,0,213"
"0,209,0,191,1,23,10,22,2,30,4,204,10,7,0,205"
"0,208,0,215,1,16,10,17,2,43,4,146,10,6,0,223"
"0,211,0,224,1,19,10,24,2,41,4,204,10,5,0,194"
"0,192,0,220,1,23,10,5,2,45,4,197,10,19,0,156"
"0,202,0,197,1,21,10,18,2,50,4,202,10,14,0,194"
"0,199,0,202,1,19,10,9,2,45,4,198,10,24,0,180"
"0,212,0,204,1,17,10,32,2,52,4,192,10,15,0,207"
"0,192,0,209,1,21,10,22,2,46,4,196,10,0,0,188"
"0,187,0,186,1,20,10,17,2,42,4,154,10,23,0,179"
"0,203,0,221,1,18,10,11,2,53,4,194,10,12,0,209"
"0,203,0,181,1,22,10,1,2,48,4,195,10,28,0,210"
"0,191,0,211,1,23,10,25,2,49,4,171,10,36,0,204"
"0,192,0,191,1,18,10,19,2,45,4,184,10,14,0,207"
"0,208,0,176,1,17,10,2,2,45,4,171,10,26,0,208"
"0,195,0,207,1,17,10,24,2,55,4,166,10,12,0,202"
"0,208,0,213,1,18,10,14,2,53,4,178,10,14,0,226"
"0,178,0,242,1,18,10,24,2,34,4,188,10,13,0,171"
"0,200,0,201,1,20,10,25,2,52,4,173,10,5,0,185"
"0,175,0,195,1,21,10,16,2,50,4,219,10,23,0,188"
"0,180,0,206,1,16,10,17,2,51,4,192,10,19,0,197"
"0,197,0,197,1,20,10,3,2,38,4,188,10,26,0,192"
"0,228,0,173,1,21,10,-6,2,45,4,205,10,21,0,183"
"0,201,0,205,1,19,10,38,2,52,4,204,10,22,0,205"
"0,182,0,194,1,21,10,12,2,43,4,188,10,9,0,200"
"0,210,0,185,1,20,10,7,2,44,4,196,10,20,0,202"
"0,197,0,194,1,20,10,10,2,39,4,194,10,14,0,186"
"0,209,0,226,1,17,10,15,2,41,4,227,10,19,0,203"
"0,206,0,210,1,19,10,19,2,47,4,198,10,22,0,212"
"0,211,0,186,1,22,10,25,2,43,4,206,10,11,0,190"
"0,224,0,217,1,21,10,17,2,49,4,208,10,7,0,175"
"0,204,0,166,1,21,10,7,2,37,4,162,10,19,0,189"
"0,196,0,226,1,21,10,22,2,42,4,204,10,20,0,172"
"0,192,0,212,1,22,10,28,2,40,4,214,10,19,0,222"
"0,210,0,180,1,22,10,26,2,41,4,187,10,24,0,213"
"0,204,0,200,1,21,10,-1,2,33,4,180,10,23,0,160"
"0,205,0,182,1,22,10,21,2,45,4,211,10,7,0,190"
"0,188,0,200,1,20,10,3,2,53,4,215,10,14,0,207"
"0,201,0,198,1,23,10,19,2,53,4,244,10,6,0,171"
"0,188,0,200,1,20,10,7,2,46,4,204,10,12,0,209"
"0,210,0,232,1,22,10,18,2,48,4,206,10,6,0,230"
"0,209,0,191,1,22,10,13,2,50,4,198,10,22,0,210"
"0,206,0,204,1,17,10,13,2,38,4,179,10,16,0,196"
"0,190,0,223,1,21,10,28,2,42,4,222,10,9,0,204"
"0,204,0,212,1,23,10,5,2,53,4,213,10,17,0,180"
"0,196,0,213,1,19,10,25,2,44,4,220,10,15,0,196"
"0,190,0,211,1,19,10,18,2,40,4,214,10,5,0,190"
"0,194,0,186,1,16,10,9,2,51,4,222,10,14,0,175"
"0,192,0,211,1,16,10,4,2,31,4,208,10,25,0,202"
